  0.0  0.00
2581.5  0.00
5038.3  0.00
7357.8  0.00
9393.0  0.00
11361.0  0.00
13287.5  0.00
15079.9  0.00
16827.5  0.00
18549.5  0.00
20217.3  0.00
21856.2  0.00
23492.0  0.00
25143.8  0.00
26805.1  0.00
28466.5  0.00
30073.5  0.00
31731.6  0.00
33306.7  0.00
34840.3  0.00
36297.1  0.00
37715.7  0.00
38920.1  0.00
39990.4  0.00
40904.2  0.00
41674.1  0.00
42278.0  0.00
42722.0  0.00
43111.8  0.00
43396.2  0.00
43552.7  0.00
43712.5  0.00
43945.7  0.01
44025.6  0.01
44124.6  0.01
44223.6  0.01
44313.1  0.01
44377.0  0.01
44380.2  0.01
44431.3  0.01
44578.3  0.01
44581.5  0.01
44623.0  0.01
44674.1  0.01
44696.5  0.01
44824.3  0.01
44785.9  0.01
44811.5  0.01
44869.0  0.01
44894.6  0.01
44964.9  0.01
44993.6  0.01
44980.8  0.01
45022.4  0.02
45057.5  0.02
45060.7  0.02
45178.9  0.02
45159.7  0.02
45166.1  0.02
45207.7  0.02
45223.6  0.02
45297.1  0.02
45316.3  0.02
45284.3  0.02
45322.7  0.02
45351.4  0.02
45351.4  0.02
45460.1  0.02
45428.1  0.02
45431.3  0.02
45485.6  0.02
45460.1  0.02
45533.5  0.02
45591.1  0.03
45533.5  0.03
45571.9  0.03
45581.5  0.03
45578.3  0.03
45651.8  0.03
45655.0  0.03
45680.5  0.03
45709.3  0.03
45696.5  0.03
45680.5  0.03
45757.2  0.03
45763.6  0.03
45789.1  0.03
45801.9  0.03
45770.0  0.03
45817.9  0.03
45827.5  0.03
45865.8  0.03
45901.0  0.03
45862.6  0.04
45869.0  0.04
45913.7  0.04
45888.2  0.04
45948.9  0.04
46003.2  0.04
45952.1  0.04
45968.1  0.04
45984.0  0.04
45971.2  0.04
46035.1  0.04
46009.6  0.04
46031.9  0.04
46108.6  0.04
46086.3  0.04
46067.1  0.04
46095.8  0.04
46089.5  0.04
46153.4  0.04
46162.9  0.04
46127.8  0.05
46153.4  0.05
46166.1  0.05
46143.8  0.05
46162.9  0.05
46194.9  0.05
46217.3  0.05
46255.6  0.05
46214.1  0.05
46220.4  0.05
46262.0  0.05
46214.1  0.05
46274.8  0.05
46329.1  0.05
46271.6  0.05
46278.0  0.05
46303.5  0.05
46287.5  0.05
46313.1  0.05
46345.0  0.05
46325.9  0.06
46408.9  0.06
46367.4  0.06
46345.0  0.06
46380.2  0.06
46357.8  0.06
46357.8  0.06
46386.6  0.06
46373.8  0.06
46402.6  0.06
46485.6  0.06
46453.7  0.06
46466.5  0.06
46476.0  0.06
46421.7  0.06
46450.5  0.06
46479.2  0.06
46514.4  0.06
46539.9  0.06
46504.8  0.07
46495.2  0.07
46517.6  0.07
46476.0  0.07
46479.2  0.07
46552.7  0.07
46575.1  0.07
46575.1  0.07
46571.9  0.07
46552.7  0.07
46562.3  0.07
46594.2  0.07
46546.3  0.07
46639.0  0.07
46610.2  0.07
46616.6  0.07
46635.8  0.07
46607.0  0.07
46613.4  0.07
46639.0  0.07
46639.0  0.08
46693.3  0.08
46690.1  0.08
46642.2  0.08
46651.8  0.08
46683.7  0.08
46635.8  0.08
46680.5  0.08
46670.9  0.08
46696.5  0.08
46770.0  0.08
46706.1  0.08
46709.3  0.08
46738.0  0.08
46693.3  0.08
46670.9  0.08
46715.7  0.08
46715.7  0.08
46750.8  0.08
46776.4  0.08
46744.4  0.09
46801.9  0.09
46795.5  0.09
46741.2  0.09
46773.2  0.09
46808.3  0.09
46770.0  0.09
46776.4  0.09
46782.7  0.09
46776.4  0.09
46856.2  0.09
46808.3  0.09
46798.7  0.09
46872.2  0.09
46821.1  0.09
46801.9  0.09
46833.9  0.09
46814.7  0.09
46827.5  0.09
46859.4  0.10
46821.1  0.10
46856.2  0.10
46901.0  0.10
46846.6  0.10
46885.0  0.10
46913.7  0.10
46872.2  0.10
46875.4  0.10
46862.6  0.10
46846.6  0.10
46865.8  0.10
46875.4  0.10
46840.3  0.10
46948.9  0.10
46926.5  0.10
46881.8  0.10
46920.1  0.10
46862.6  0.10
46862.6  0.11
46897.8  0.11
46856.2  0.11
46901.0  0.11
46984.0  0.11
46929.7  0.11
46932.9  0.11
46939.3  0.11
46904.2  0.11
46926.5  0.11
46923.3  0.11
46916.9  0.11
47003.2  0.11
46948.9  0.11
46942.5  0.11
46980.8  0.11
46939.3  0.11
46932.9  0.11
46955.3  0.11
46923.3  0.12
46929.7  0.12
46974.4  0.12
46971.2  0.12
47016.0  0.12
47000.0  0.12
46952.1  0.12
46961.7  0.12
46984.0  0.12
46948.9  0.12
46968.1  0.12
46984.0  0.12
47012.8  0.12
47057.5  0.12
46984.0  0.12
46964.9  0.12
46996.8  0.12
46948.9  0.12
46939.3  0.12
46977.6  0.13
46958.5  0.13
47012.8  0.13
47057.5  0.13
47009.6  0.13
47041.5  0.13
47031.9  0.13
46977.6  0.13
46996.8  0.13
47016.0  0.13
47006.4  0.13
47070.3  0.13
47038.3  0.13
47028.8  0.13
47051.1  0.13
46990.4  0.13
46993.6  0.13
47044.7  0.13
47009.6  0.14
46987.2  0.14
47031.9  0.14
47038.3  0.14
47070.3  0.14
47060.7  0.14
47003.2  0.14
47041.5  0.14
47044.7  0.14
46996.8  0.14
47016.0  0.14
47019.2  0.14
46990.4  0.14
47031.9  0.14
47025.6  0.14
47022.4  0.14
47092.7  0.14
47041.5  0.14
47028.8  0.14
47057.5  0.15
47022.4  0.15
47016.0  0.15
47044.7  0.15
47000.0  0.15
47016.0  0.15
47038.3  0.15
47012.8  0.15
47051.1  0.15
47089.5  0.15
47031.9  0.15
47035.1  0.15
47051.1  0.15
47016.0  0.15
47019.2  0.15
47025.6  0.15
46987.2  0.15
47044.7  0.16
47028.8  0.16
47028.8  0.16
47083.1  0.16
47051.1  0.16
47044.7  0.16
47060.7  0.16
47022.4  0.16
47016.0  0.16
47038.3  0.16
46987.2  0.16
47000.0  0.16
47035.1  0.16
47022.4  0.16
47051.1  0.16
47083.1  0.16
47028.8  0.16
47038.3  0.16
47025.6  0.17
46971.2  0.17
47016.0  0.17
47025.6  0.17
47006.4  0.17
47047.9  0.17
47038.3  0.17
47028.8  0.17
47028.8  0.17
47000.0  0.17
46993.6  0.17
47031.9  0.17
46980.8  0.17
46980.8  0.17
47022.4  0.17
46977.6  0.17
47000.0  0.17
47016.0  0.18
47000.0  0.18
46996.8  0.18
46990.4  0.18
46923.3  0.18
46939.3  0.18
47012.8  0.18
47016.0  0.18
47025.6  0.18
47016.0  0.18
46977.6  0.18
46977.6  0.18
46987.2  0.18
46942.5  0.18
46987.2  0.18
46990.4  0.18
46936.1  0.18
46961.7  0.19
46971.2  0.19
46958.5  0.19
46948.9  0.19
46936.1  0.19
46901.0  0.19
46936.1  0.19
46932.9  0.19
46901.0  0.19
46955.3  0.19
46952.1  0.19
46910.5  0.19
46897.8  0.19
46929.7  0.19
46894.6  0.19
46904.2  0.19
46916.9  0.19
46891.4  0.20
46952.1  0.20
46932.9  0.20
46916.9  0.20
46939.3  0.20
46929.7  0.20
46907.3  0.20
46907.3  0.20
46881.8  0.20
46875.4  0.20
46929.7  0.20
46881.8  0.20
46856.2  0.20
46907.3  0.20
46894.6  0.20
46853.0  0.20
46878.6  0.20
46878.6  0.21
46872.2  0.21
46875.4  0.21
46849.8  0.21
46821.1  0.21
46849.8  0.21
46837.1  0.21
46798.7  0.21
46833.9  0.21
46872.2  0.21
46827.5  0.21
46833.9  0.21
46843.5  0.21
46824.3  0.21
46843.5  0.21
46830.7  0.21
46795.5  0.22
46856.2  0.22
46872.2  0.22
46827.5  0.22
46853.0  0.22
46853.0  0.22
46827.5  0.22
46846.6  0.22
46833.9  0.22
46805.1  0.22
46843.5  0.22
46821.1  0.22
46776.4  0.22
46798.7  0.22
46814.7  0.22
46776.4  0.22
46731.6  0.23
46731.6  0.23
46706.1  0.23
46722.0  0.23
46757.2  0.23
46702.9  0.23
46712.5  0.23
46744.4  0.23
46699.7  0.23
46670.9  0.23
46722.0  0.23
46696.5  0.23
46683.7  0.23
46712.5  0.23
46670.9  0.23
46680.5  0.24
46709.3  0.24
46658.1  0.24
46655.0  0.24
46702.9  0.24
46658.1  0.24
46651.8  0.24
46686.9  0.24
46629.4  0.24
46623.0  0.24
46658.1  0.24
46603.8  0.24
46584.7  0.24
46642.2  0.24
46587.9  0.24
46600.6  0.25
46632.6  0.25
46603.8  0.25
46584.7  0.25
46616.6  0.25
46559.1  0.25
46552.7  0.25
46600.6  0.25
46543.1  0.25
46546.3  0.25
46578.3  0.25
46559.1  0.25
46568.7  0.25
46603.8  0.25
46571.9  0.26
46603.8  0.26
46594.2  0.26
46549.5  0.26
46575.1  0.26
46565.5  0.26
46504.8  0.26
46517.6  0.26
46517.6  0.26
46469.6  0.26
46476.0  0.26
46466.5  0.26
46424.9  0.26
46463.3  0.27
46485.6  0.27
46463.3  0.27
46520.8  0.27
46469.6  0.27
46450.5  0.27
46463.3  0.27
46415.3  0.27
46412.1  0.27
46440.9  0.27
46393.0  0.27
46389.8  0.27
46418.5  0.28
46361.0  0.28
46348.2  0.28
46383.4  0.28
46345.0  0.28
46373.8  0.28
46408.9  0.28
46354.6  0.28
46351.4  0.28
46335.5  0.28
46287.5  0.28
46297.1  0.28
46303.5  0.29
46265.2  0.29
46274.8  0.29
46281.2  0.29
46233.2  0.29
46262.0  0.29
46268.4  0.29
46246.0  0.29
46274.8  0.29
46207.7  0.29
46204.5  0.29
46220.4  0.29
46188.5  0.30
46169.3  0.30
46191.7  0.30
46137.4  0.30
46124.6  0.30
46147.0  0.30
46083.1  0.30
46099.0  0.30
46137.4  0.30
46127.8  0.30
46108.6  0.30
46076.7  0.31
46035.1  0.31
46035.1  0.31
46031.9  0.31
45968.1  0.31
46000.0  0.31
46000.0  0.31
45996.8  0.31
46019.2  0.31
45958.5  0.31
45945.7  0.31
45945.7  0.32
45891.4  0.32
45865.8  0.32
45894.6  0.32
45856.2  0.32
45872.2  0.32
45897.8  0.32
45840.3  0.32
45830.7  0.32
45811.5  0.32
45738.0  0.33
45763.6  0.33
45754.0  0.33
45747.6  0.33
45763.6  0.33
45712.5  0.33
45674.1  0.33
45670.9  0.33
45629.4  0.33
45613.4  0.33
45626.2  0.34
45543.1  0.34
45530.4  0.34
45568.7  0.34
45536.7  0.34
45536.7  0.34
45517.6  0.34
45482.4  0.34
45479.2  0.34
45456.9  0.34
45402.6  0.35
45408.9  0.35
45370.6  0.35
45290.7  0.35
45309.9  0.35
45306.7  0.35
45249.2  0.35
45220.4  0.35
45207.7  0.35
45147.0  0.35
45188.5  0.36
45127.8  0.36
45092.7  0.36
45115.0  0.36
45060.7  0.36
45022.4  0.36
45000.0  0.36
44945.7  0.36
44897.8  0.36
44872.2  0.36
44792.3  0.37
44763.6  0.37
44789.1  0.37
44696.5  0.37
44664.5  0.37
44683.7  0.37
44683.7  0.37
44645.4  0.37
44584.7  0.37
44520.8  0.37
44501.6  0.38
44460.1  0.38
44361.0  0.38
44351.4  0.38
44338.7  0.38
44303.5  0.38
44271.6  0.38
44198.1  0.38
44137.4  0.38
44102.2  0.38
44012.8  0.39
43974.4  0.39
43964.9  0.39
43923.3  0.39
43885.0  0.39
43817.9  0.39
43728.4  0.39
43664.5  0.39
43616.6  0.39
43539.9  0.40
43562.3  0.40
43466.5  0.40
43393.0  0.40
43361.0  0.40
43255.6  0.40
43172.5  0.40
43147.0  0.40
43076.7  0.40
